suicide-class,TTR (typ/tok ratio),typ/time,tok/time,1P/typ,1P/tok,1P/time,1PS/typ,1PS/tok,1PS/time,(1PS+.01)/(1PP+.01),2-3P/typ,2-3P/tok,2-3P/time,1P to 2-3P:(1P+.01)/(2-3P+.01),LN(1P to 2-3P): ln[(1P+.01)/(2-3P+.01)],1PS to 2-3P:(1PS+.01)/(2-3P+.01),LN(1PS to 2-3P): ln[(1PS+.01)/(2-3P+.01)],1PS to All Other Pronouns:(1PS+.01)/(2-3P+1PP+.01),LN(1PS to All Other Pronouns): LN[(1PS+.01)/(2-3P+1PP+.01)],passive/tok,passive/typ,passive/time,(“I” + mental-verb)/tok,(“I” + mental-verb)/typ,(“I” + mental-verb)/time,neg/tok,neg/typ,neg/time,neut/tok,neut/typ,neut/time,pos/tok,pos/typ,pos/time,(neg+.01)/(pos+.01),ln[(neg+.01)/(pos+.01)],neg/polar,pos/polar,sensual/tok,sensual/typ,sensual/time,(sensual+.01)/(pos+.01),ln[(sensual+.01)/(pos+.01)],(sensual+.01)/(neg+.01),ln[(sensual+.01)/(neg+.01)],actionVerb/tok,actionVerb/typ,actionVerb/time,concreteNoun/tok,concreteNoun/typ,concreteNoun/time,death/tok,death/typ,death/time,drug/tok,drug/typ,drug/time,love/tok,love/typ,love/time,depression/tok,depression/typ,depression/time,total polar value,average polar value,diff between sums across all n-grams,% suicide 1-grams,% suicide 2-grams,% suicide 3-grams,% suicide 4-grams,% suicide 5-grams,% suicide 6-grams,% non-suicide 1-grams,% non-suicide 2-grams,% non-suicide 3-grams,% non-suicide 4-grams,% non-suicide 5-grams,% non-suicide 6-grams,diff for 1-gram %s,diff for 2-gram %s,diff for 3-gram %s,diff for 4-gram %s,diff for 5-gram %s,diff for 6-gram %s,average for all suicide n-gram %s,average for all non-suicide n-gram %s,diff between n-gram % averages,verb/token,adj/token,noun/token,pronoun/token,adv/token,adv_particle/token,conj_coord/token,prep_or_conj_subord/token,numeral/token,det/token,there_existential/token,verb/(adj+.01),verb/(adv+.01),verb/(noun+.01),verb/(pronoun+.01),adj/(noun+.01),adj/(pronoun+.01),adj/(adv+.01),noun/(pronoun+.01),noun/(adv+.01),adv/(pronoun+.01),conj_coord/(prep_or_conj_subord+.01)
non-suicide,0.4824561404,0.3642384106,0.7549668874,0.1545454545,0.0745614035,0.0562913907,0.1545454545,0.0745614035,0.0562913907,1701,0.3363636364,0.1622807018,0.1225165563,0.459605512,-0.77738674,0.459605512,-0.77738674,0.459605512,-0.77738674,0,0,0,0.0087719298,0.0181818182,0.0066225166,0.1403508772,0.2909090909,0.1059602649,0.0657894737,0.1363636364,0.0496688742,0.1447368421,0.3,0.1092715232,0.9697061497,-0.0307621919,0.4923076923,0.5076923077,0.0701754386,0.1454545455,0.0529801325,0.4850045441,-0.7235970189,0.5001562012,-0.692834827,0,0,0,0.1403508772,0.2909090909,0.1059602649,0.0175438596,0.0363636364,0.0132450331,0.0131578947,0.0272727273,0.0099337748,0.0657894737,0.1363636364,0.0496688742,0.0570175439,0.1181818182,0.0430463576,22,0.7857142857,-0.0870050706,0.0094339623,0.0310880829,0.0365296804,0.0088495575,0,0,0.0377358491,0.067357513,0.0502283105,0.0132743363,0.0043103448,0,-0.0283018868,-0.0362694301,-0.0136986301,-0.0044247788,-0.0043103448,0,0.0143168805,0.0288177256,-0.0145008451,0.2209737828,0.0374531835,0.1535580524,0.2097378277,0.0861423221,0.0037453184,0.0262172285,0.063670412,0,0.0224719101,0,5.8941058941,2.5641025641,1.4386734943,1.0533833244,0.2438429651,0.1785395465,0.4345936549,0.7320121407,1.7818339852,0.410640957,0.4115226337
non-suicide,0.5090252708,0.4747474747,0.9326599327,0.1560283688,0.0794223827,0.0740740741,0.1560283688,0.0794223827,0.0740740741,2201,0.2340425532,0.119133574,0.1111111111,0.6667676462,-0.4053136503,0.6667676462,-0.4053136503,0.6667676462,-0.4053136503,0.0036101083,0.0070921986,0.0033670034,0.0144404332,0.0283687943,0.0134680135,0.0758122744,0.1489361702,0.0707070707,0.0613718412,0.1205673759,0.0572390572,0.1263537906,0.2482269504,0.1178451178,0.6001142531,-0.5106352201,0.375,0.625,0.0216606498,0.0425531915,0.0202020202,0.1716652385,-1.7622089864,0.2860542599,-1.2515737663,0,0,0,0.1407942238,0.2765957447,0.1313131313,0.0216606498,0.0425531915,0.0202020202,0.036101083,0.0709219858,0.0336700337,0.1119133574,0.219858156,0.1043771044,0.0144404332,0.0283687943,0.0134680135,9,0.4090909091,-0.0605118084,0.0476190476,0.0357142857,0.0213523132,0.0034482759,0,0,0.0873015873,0.0357142857,0.0284697509,0.0137931034,0.0033670034,0,-0.0396825397,0,-0.0071174377,-0.0103448276,-0.0033670034,0,0.0180223204,0.0281076218,-0.0100853014,0.2171253823,0.0366972477,0.1039755352,0.1681957187,0.1437308869,0.003058104,0.0214067278,0.0611620795,0.003058104,0.0458715596,0,5.9117402165,1.5103169538,2.0876212879,1.2906744228,0.3528374008,0.218142156,0.2552648373,0.6180694419,0.7232503723,0.8543901109,0.3498250875
non-suicide,0.487544484,0.4981818182,1.0218181818,0.2335766423,0.1138790036,0.1163636364,0.2335766423,0.1138790036,0.1163636364,3201,0.2919708029,0.1423487544,0.1454545455,0.8000499875,-0.2230810689,0.8000499875,-0.2230810689,0.8000499875,-0.2230810689,0,0,0,0.0177935943,0.0364963504,0.0181818182,0.0676156584,0.1386861314,0.0690909091,0.0355871886,0.0729927007,0.0363636364,0.0462633452,0.0948905109,0.0472727273,1.4611837048,0.379246864,0.59375,0.40625,0.0106761566,0.0218978102,0.0109090909,0.2313604919,-1.4637782138,0.158337717,-1.8430250777,0,0,0,0.1743772242,0.3576642336,0.1781818182,0.0142348754,0.0291970803,0.0145454545,0.0142348754,0.0291970803,0.0145454545,0.0320284698,0.0656934307,0.0327272727,0.0604982206,0.1240875912,0.0618181818,-1,-0.0666666667,-0.0477112676,0.0538461538,0.0316901408,0.015625,0.003058104,0,0,0.0538461538,0.0669014085,0.028125,0.003058104,0,0,0,-0.0352112676,-0.0125,0,0,0,0.0173698998,0.0253217777,-0.0079518779,0.2047477745,0.0237388724,0.1394658754,0.2136498516,0.0890207715,0.0118694362,0.0474777448,0.0830860534,0,0.0207715134,0,8.6142322097,2.2992335888,1.4677728143,0.95820025,0.1701765582,0.1110956812,0.2665778074,0.6526871268,1.5661446185,0.4166088043,0.5712245627
non-suicide,0.36,0.376744186,1.0465116279,0.2839506173,0.1022222222,0.1069767442,0.2839506173,0.1022222222,0.1069767442,2301,0.3209876543,0.1155555556,0.1209302326,0.8846597463,-0.1225521754,0.8846597463,-0.1225521754,0.8846597463,-0.1225521754,0,0,0,0.0444444444,0.1234567901,0.0465116279,0.1111111111,0.3086419753,0.1162790698,0.0577777778,0.1604938272,0.0604651163,0.1111111111,0.3086419753,0.1162790698,1,0,0.5,0.5,0.0488888889,0.1358024691,0.0511627907,0.4402239104,-0.8204717942,0.4402239104,-0.8204717942,0,0,0,0.12,0.3333333333,0.1255813953,0.0088888889,0.024691358,0.0093023256,0.0133333333,0.037037037,0.0139534884,0.0444444444,0.1234567901,0.0465116279,0.0533333333,0.1481481481,0.0558139535,0,0,-0.1070813217,0,0.0460526316,0.0320855615,0.0096153846,0.0045248869,0,0.0512820513,0.0855263158,0.0481283422,0.0144230769,0,0,-0.0512820513,-0.0394736842,-0.0160427807,-0.0048076923,0.0045248869,0,0.0153797441,0.033226631,-0.0178468869,0.2105263158,0.007518797,0.1428571429,0.1917293233,0.1090225564,0,0.007518797,0.0714285714,0.0112781955,0.030075188,0,27.8606965174,1.9303688383,1.4732965009,1.0978239561,0.0526177322,0.0392079984,0.0689417442,0.7449519702,1.3098931403,0.5685159773,0.1052077854
non-suicide,0.3572710952,0.2913616398,0.8155197657,0.1005025126,0.0359066427,0.0292825769,0.1005025126,0.0359066427,0.0292825769,2001,0.4271356784,0.1526032316,0.1244509517,0.2353840725,-1.446536748,0.2353840725,-1.446536748,0.2353840725,-1.446536748,0.0017953321,0.0050251256,0.0014641288,0.0089766607,0.0251256281,0.0073206442,0.0538599641,0.1507537688,0.0439238653,0.0448833034,0.1256281407,0.0366032211,0.0359066427,0.1005025126,0.0292825769,1.4997501249,0.4052985109,0.6,0.4,0.0215439856,0.0603015075,0.0175695461,0.6001999,-0.5104925125,0.4001999334,-0.9157910234,0.0017953321,0.0050251256,0.0014641288,0.118491921,0.3316582915,0.0966325037,0.0161579892,0.0452261307,0.0131771596,0.0053859964,0.0150753769,0.0043923865,0.0448833034,0.1256281407,0.0366032211,0.0215439856,0.0603015075,0.0175695461,5,0.1515151515,-0.0395955769,0.0748663102,0.0388888889,0.0070257611,0,0,0,0.0802139037,0.0638888889,0.0140515222,0.0022222222,0,0,-0.0053475936,-0.025,-0.0070257611,-0.0022222222,0,0,0.02013016,0.0267294229,-0.0065992628,0.1563517915,0.0342019544,0.2263843648,0.1840390879,0.0407166124,0.0016286645,0.0570032573,0.0977198697,0.0016286645,0.0570032573,0,4.5692527368,3.8384646142,0.6905977987,0.8494823467,0.1510682685,0.1858242633,0.8396641343,1.2299796478,5.5577768892,0.2212193611,0.5832361273
non-suicide,0.4571890145,0.8274853801,1.8099415205,0.183745583,0.084006462,0.1520467836,0.1554770318,0.071082391,0.1286549708,5.4943820225,0.1413427562,0.0646203554,0.1169590643,1.2999250187,0.2623065849,1.0999750062,0.095287458,0.9166840242,-0.0869924417,0.0048465267,0.0106007067,0.0087719298,0.0113085622,0.0247349823,0.0204678363,0.1033925687,0.2261484099,0.1871345029,0.0436187399,0.0954063604,0.0789473684,0.0597738288,0.1307420495,0.1081871345,1.7295325588,0.5478511748,0.6336633663,0.3663366337,0.0129240711,0.0282685512,0.0233918129,0.2164279924,-1.5304973853,0.1251366974,-2.0783485601,0.0016155089,0.0035335689,0.0029239766,0.1389337641,0.3038869258,0.2514619883,0.0129240711,0.0282685512,0.0233918129,0.0113085622,0.0247349823,0.0204678363,0.0549273021,0.1201413428,0.0994152047,0.0630048465,0.1378091873,0.1140350877,8,0.380952381,-0.1004320343,0.0418250951,0.0242214533,0.0134128167,0.0058224163,0,0,0.0836501901,0.0605536332,0.0327868852,0.0072780204,0.0014450867,0,-0.0418250951,-0.0363321799,-0.0193740686,-0.0014556041,-0.0014450867,0,0.0142136302,0.0309523026,-0.0167386724,0.1957746479,0.0507042254,0.1478873239,0.1309859155,0.0704225352,0.0253521127,0.0253521127,0.1112676056,0.0042253521,0.0830985915,0,3.8600388781,2.7794441112,1.3236834587,1.494462961,0.3428244929,0.3870551554,0.7198560288,1.1289108698,2.099580084,0.5375766047,0.2278192634
non-suicide,0.5633802817,0.6177606178,1.0965250965,0.0375,0.0211267606,0.0231660232,0.0375,0.0211267606,0.0231660232,601,0.18125,0.1021126761,0.111969112,0.2071699414,-1.5742158496,0.2071699414,-1.5742158496,0.2071699414,-1.5742158496,0.0070422535,0.0125,0.0077220077,0.0070422535,0.0125,0.0077220077,0.1197183099,0.2125,0.1312741313,0.0422535211,0.075,0.0463320463,0.0704225352,0.125,0.0772200772,1.6996501749,0.5304224504,0.6296296296,0.3703703704,0.0211267606,0.0375,0.0231660232,0.3003498251,-1.2028074,0.1767127315,-1.7332298505,0.0035211268,0.00625,0.0038610039,0.0985915493,0.175,0.1081081081,0.0105633803,0.01875,0.0115830116,0.0105633803,0.01875,0.0115830116,0.0422535211,0.075,0.0463320463,0.0669014085,0.11875,0.0733590734,-4,-0.2666666667,0.033066683,0.0649350649,0.0389105058,0.0140350877,0,0,0,0.012987013,0.0544747082,0.0105263158,0.0068259386,0,0,0.0519480519,-0.0155642023,0.0035087719,-0.0068259386,0,0,0.0196467764,0.0141356626,0.0055111138,0.1725239617,0.0575079872,0.1948881789,0.1118210863,0.0575079872,0.0159744409,0.0287539936,0.1341853035,0.0031948882,0.1150159744,0,2.9983342588,2.9983342588,0.8851008031,1.5424164524,0.295033601,0.5141388175,0.9994447529,1.7423593259,3.3870072182,0.5141388175,0.214234706
non-suicide,0.5109170306,0.4239130435,0.8297101449,0.1709401709,0.0873362445,0.0724637681,0.1452991453,0.0742358079,0.0615942029,5.6511627907,0.188034188,0.096069869,0.0797101449,0.9091322126,-0.0952647469,0.7728305316,-0.2576954891,0.6801279488,-0.3854743385,0.0043668122,0.0085470085,0.0036231884,0.0087336245,0.0170940171,0.0072463768,0.0698689956,0.1367521368,0.0579710145,0.1048034934,0.2051282051,0.0869565217,0.0917030568,0.1794871795,0.0760869565,0.7620180866,-0.2717849878,0.4324324324,0.5675675676,0.0262008734,0.0512820513,0.0217391304,0.2860542599,-1.2515737663,0.375390381,-0.9797887785,0.0087336245,0.0170940171,0.0072463768,0.1703056769,0.3333333333,0.1413043478,0.0174672489,0.0341880342,0.0144927536,0.0174672489,0.0341880342,0.0144927536,0.0524017467,0.1025641026,0.0434782609,0.0218340611,0.0427350427,0.018115942,7,0.5,-0.0282600617,0.0458715596,0.0545454545,0.016064257,0.0038610039,0,0,0.0550458716,0.05,0.0281124498,0.0154440154,0,0,-0.0091743119,0.0045454545,-0.0120481928,-0.0115830116,0,0,0.0200570458,0.0247670561,-0.0047100103,0.2156133829,0.0446096654,0.1486988848,0.1672862454,0.0557620818,0.0037174721,0.0260223048,0.0780669145,0,0.0892193309,0,4.8293089092,3.8640906063,1.4496375906,1.2886025328,0.2999250187,0.2666074206,0.799467022,0.8886914019,2.6648900733,0.3332592757,0.3331746787
non-suicide,0.4468390805,0.6645299145,1.4871794872,0.1511254019,0.0675287356,0.1004273504,0.1254019293,0.0560344828,0.0833333333,4.8701622971,0.2347266881,0.1048850575,0.155982906,0.6438843994,-0.440236073,0.5343103684,-0.6267783945,0.4815454882,-0.7307545803,0.0014367816,0.0032154341,0.0021367521,0.007183908,0.0160771704,0.0106837607,0.1120689655,0.2508038585,0.1666666667,0.0732758621,0.1639871383,0.108974359,0.0862068966,0.192926045,0.1282051282,1.2999500083,0.2623258086,0.5652173913,0.4347826087,0.025862069,0.0578778135,0.0384615385,0.3001166472,-1.2035840558,0.2308678375,-1.4659098644,0.0014367816,0.0032154341,0.0021367521,0.1135057471,0.2540192926,0.1688034188,0.0100574713,0.0225080386,0.014957265,0.0158045977,0.0353697749,0.0235042735,0.0387931034,0.0868167203,0.0576923077,0.0646551724,0.1446945338,0.0961538462,-24,-0.4363636364,-0.0578204243,0.0685920578,0.0271646859,0.0119581465,0.0029069767,0,0,0.083032491,0.0543293718,0.0224215247,0.0058139535,0.0028449502,0,-0.0144404332,-0.0271646859,-0.0104633782,-0.0029069767,-0.0028449502,0,0.0184369778,0.0280737152,-0.0096367374,0.1979301423,0.0401034929,0.1940491591,0.1565329884,0.063389392,0.0064683053,0.021992238,0.0802069858,0.0012936611,0.1009055627,0.0012936611,4.9338922928,3.1218118751,1.0199320045,1.2643583175,0.2066528898,0.2561771754,0.6325239747,1.2395669779,3.0605998776,0.4049252128,0.2741493308
non-suicide,0.6055555556,0.7569444444,1.25,0.2385321101,0.1444444444,0.1805555556,0.2385321101,0.1444444444,0.1805555556,2601,0.1467889908,0.0888888889,0.1111111111,1.624609619,0.4852675525,1.624609619,0.4852675525,1.624609619,0.4852675525,0,0,0,0.0222222222,0.0366972477,0.0277777778,0.1,0.1651376147,0.125,0.1,0.1651376147,0.125,0.0833333333,0.1376146789,0.1041666667,1.1998667555,0.1822105135,0.5454545455,0.4545454545,0.0277777778,0.0458715596,0.0347222222,0.3337774817,-1.0972807305,0.2781787896,-1.2794912441,0,0,0,0.1222222222,0.2018348624,0.1527777778,0.0055555556,0.0091743119,0.0069444444,0.0055555556,0.0091743119,0.0069444444,0.0388888889,0.0642201835,0.0486111111,0.0222222222,0.0366972477,0.0277777778,2,0.2222222222,0.0366726835,0.0761904762,0.0558659218,0.0151515152,0.0146341463,0.0096618357,0.0048309179,0.0666666667,0.0279329609,0.0353535354,0.0048780488,0.0048309179,0,0.0095238095,0.0279329609,-0.0202020202,0.0097560976,0.0048309179,0.0048309179,0.0293891355,0.0232770216,0.0061121139,0.2009345794,0.0280373832,0.2102803738,0.1962616822,0.0514018692,0.0093457944,0.023364486,0.0654205607,0,0.0327102804,0.0046728972,7.1547420965,3.9055404178,0.9553432571,1.0235658177,0.1333037103,0.1428231373,0.5449591281,1.0711735301,4.0871934605,0.2618424185,0.3568879372
non-suicide,0.4789644013,0.758974359,1.5846153846,0.1891891892,0.0906148867,0.1435897436,0.1891891892,0.0906148867,0.1435897436,2801,0.1959459459,0.0938511327,0.1487179487,0.9655291279,-0.0350790089,0.9655291279,-0.0350790089,0.9655291279,-0.0350790089,0.003236246,0.0067567568,0.0051282051,0.0064724919,0.0135135135,0.0102564103,0.1003236246,0.2094594595,0.158974359,0.0582524272,0.1216216216,0.0923076923,0.1003236246,0.2094594595,0.158974359,1,0,0.5,0.5,0.0226537217,0.0472972973,0.0358974359,0.2260561109,-1.4869720321,0.2260561109,-1.4869720321,0.0097087379,0.0202702703,0.0153846154,0.1229773463,0.2567567568,0.1948717949,0.0388349515,0.0810810811,0.0615384615,0.0420711974,0.0878378378,0.0666666667,0.071197411,0.1486486486,0.1128205128,0.0517799353,0.1081081081,0.0820512821,-10,-0.4347826087,-0.00322115,0.0434782609,0.04048583,0.0505415162,0.0104895105,0,0,0.0434782609,0.048582996,0.0216606498,0.020979021,0.0102040816,0.0033112583,0,-0.008097166,0.0288808664,-0.0104895105,-0.0102040816,-0.0033112583,0.0241658529,0.0247027113,-0.0005368583,0.2706552707,0.0598290598,0.1111111111,0.1680911681,0.0797720798,0.0028490028,0.0256410256,0.0712250712,0,0.0341880342,0.0028490028,4.5216563541,3.3916458408,2.4352730069,1.6098966277,0.5383235068,0.3558718861,0.7497322385,0.6609049314,1.3923598715,0.4744958482,0.3598560576
non-suicide,0.5056818182,0.3396946565,0.6717557252,0.1460674157,0.0738636364,0.0496183206,0.1348314607,0.0681818182,0.0458015267,11.8910891089,0.1348314607,0.0681818182,0.0458015267,1.0832639467,0.0799786564,1,0,0.9231360492,-0.0799786564,0.0113636364,0.0224719101,0.0076335878,0.0113636364,0.0224719101,0.0076335878,0.1079545455,0.2134831461,0.072519084,0.0568181818,0.1123595506,0.0381679389,0.1477272727,0.2921348315,0.0992366412,0.7308727413,-0.313515923,0.4222222222,0.5777777778,0.0625,0.1235955056,0.0419847328,0.4232987313,-0.8596771287,0.5791688585,-0.5461612058,0,0,0,0.1647727273,0.3258426966,0.1106870229,0.0340909091,0.0674157303,0.0229007634,0.0397727273,0.0786516854,0.0267175573,0.1079545455,0.2134831461,0.072519084,0.0454545455,0.0898876404,0.0305343511,12,1.0909090909,-0.0362207533,0.0459770115,0.0441176471,0.0202702703,0.0063694268,0,0,0.0344827586,0.0588235294,0.0405405405,0.0191082803,0,0,0.0114942529,-0.0147058824,-0.0202702703,-0.0127388535,0,0,0.0194557259,0.0254925181,-0.0060367922,0.1848341232,0.028436019,0.2037914692,0.1184834123,0.0616113744,0,0.0142180095,0.1137440758,0,0.0853080569,0.009478673,6.4891846922,2.9976940815,0.9067658684,1.5593762495,0.1395024413,0.2399040384,0.4611837048,1.7193122751,3.3051498847,0.5197920832,0.1249479384
non-suicide,0.406283857,0.7062146893,1.7382297552,0.0213333333,0.0086673889,0.0150659134,0.0213333333,0.0086673889,0.0150659134,801,0.2186666667,0.0888407367,0.1544256121,0.0976710157,-2.32615043,0.0976710157,-2.32615043,0.0976710157,-2.32615043,0.0043336945,0.0106666667,0.0075329567,0.0010834236,0.0026666667,0.0018832392,0.0660888407,0.1626666667,0.1148775895,0.045503792,0.112,0.0790960452,0.0541711809,0.1333333333,0.0941619586,1.2199560088,0.1988147997,0.5495495495,0.4504504505,0.0184182015,0.0453333333,0.0320150659,0.3401319736,-1.078421579,0.278806753,-1.2772363788,0.0065005417,0.016,0.011299435,0.1213434453,0.2986666667,0.2109227872,0.0205850488,0.0506666667,0.0357815443,0.0108342362,0.0266666667,0.0188323917,0.0411700975,0.1013333333,0.0715630885,0.0292524377,0.072,0.0508474576,15,0.306122449,-0.0606905538,0.0527859238,0.0362047441,0.0104493208,0.001996008,0,0,0.0762463343,0.0661672909,0.0167189133,0.002994012,0,0,-0.0234604106,-0.0299625468,-0.0062695925,-0.000998004,0,0,0.0169059994,0.0270210917,-0.0101150923,0.1929657795,0.0446768061,0.2034220532,0.0903041825,0.0541825095,0.0085551331,0.036121673,0.1102661597,0.0047528517,0.108365019,0.0019011407,4.3182301638,3.5607788107,0.9485538059,2.1366171982,0.2196159058,0.49468477,0.824416769,2.2523944848,3.7537274162,0.5999368488,0.3275579691
non-suicide,0.53515625,0.4740484429,0.8858131488,0.1897810219,0.1015625,0.0899653979,0.1678832117,0.08984375,0.0795847751,7.6445182724,0.2116788321,0.11328125,0.1003460208,0.8965873837,-0.1091595187,0.7931747673,-0.2317116941,0.7188378632,-0.3301194499,0.00390625,0.0072992701,0.0034602076,0.0234375,0.0437956204,0.0207612457,0.078125,0.1459854015,0.0692041522,0.078125,0.1459854015,0.0692041522,0.08203125,0.1532846715,0.0726643599,0.9524036173,-0.0487663663,0.487804878,0.512195122,0.03125,0.0583941606,0.0276816609,0.3812470252,-0.9643077538,0.4002998501,-0.9155413875,0,0,0,0.12109375,0.2262773723,0.107266436,0.01953125,0.0364963504,0.0173010381,0.0078125,0.0145985401,0.0069204152,0.07421875,0.1386861314,0.0657439446,0.0234375,0.0437956204,0.0207612457,4,0.4,-0.0908949883,0.0317460317,0.016064257,0.025,0.0070921986,0,0,0.0476190476,0.0803212851,0.0428571429,0,0,0,-0.0158730159,-0.0642570281,-0.0178571429,0.0070921986,0,0,0.0133170812,0.0284662459,-0.0151491647,0.2249134948,0.0484429066,0.107266436,0.1937716263,0.0830449827,0.0034602076,0.0242214533,0.107266436,0,0.0484429066,0.0034602076,4.6395431834,2.7072053311,2.0960980329,1.1605070523,0.4514672686,0.2499553651,0.583090379,0.5534725942,1.2911286964,0.4284949116,0.2257336343
non-suicide,0.4458874459,0.6821192053,1.5298013245,0.1844660194,0.0822510823,0.1258278146,0.1747572816,0.0779220779,0.119205298,17.9154228856,0.1747572816,0.0779220779,0.119205298,1.0555401277,0.0540526053,1,0,0.9473822678,-0.0540526053,0.0108225108,0.0242718447,0.0165562914,0.0346320346,0.0776699029,0.0529801325,0.0930735931,0.2087378641,0.142384106,0.0216450216,0.0485436893,0.0331125828,0.0974025974,0.2184466019,0.1490066225,0.9555654299,-0.0454520405,0.4886363636,0.5113636364,0.0324675325,0.072815534,0.0496688742,0.3334814486,-1.0981680417,0.3489886073,-1.0527160012,0.0021645022,0.0048543689,0.0033112583,0.1926406926,0.432038835,0.2947019868,0.0411255411,0.0922330097,0.0629139073,0.0151515152,0.0339805825,0.0231788079,0.0411255411,0.0922330097,0.0629139073,0.0411255411,0.0922330097,0.0629139073,0,0,-0.0129433305,0.0520833333,0.0406504065,0.0196078431,0.0047505938,0,0,0.0625,0.0406504065,0.0245098039,0.0023752969,0,0,-0.0104166667,0,-0.0049019608,0.0023752969,0,0,0.0195153628,0.0216725846,-0.0021572218,0.1761658031,0.0414507772,0.219343696,0.127806563,0.0449050086,0.0103626943,0.0449050086,0.1018998273,0.0017271157,0.0742659758,0.0017271157,4.2482299042,3.9215686275,0.8030863712,1.3781921362,0.1889614991,0.3242805026,0.92272203,1.7159843264,4.8827374087,0.3513038779,0.4406032876
non-suicide,0.5085714286,0.4405940594,0.8663366337,0.2359550562,0.12,0.103960396,0.2359550562,0.12,0.103960396,2101,0.2134831461,0.1085714286,0.0940594059,1.1052077854,0.1000333584,1.1052077854,0.1000333584,1.1052077854,0.1000333584,0.0057142857,0.0112359551,0.004950495,0.0171428571,0.0337078652,0.0148514851,0.1085714286,0.2134831461,0.0940594059,0.1028571429,0.202247191,0.0891089109,0.1485714286,0.2921348315,0.1287128713,0.7308727413,-0.313515923,0.4222222222,0.5777777778,0.0742857143,0.1460674157,0.0643564356,0.5001922338,-0.6927627869,0.6843766439,-0.379246864,0,0,0,0.1771428571,0.3483146067,0.1534653465,0.0285714286,0.0561797753,0.0247524752,0.0342857143,0.0674157303,0.0297029703,0.0742857143,0.1460674157,0.0643564356,0.04,0.0786516854,0.0346534653,19,0.95,-0.1530232003,0.0222222222,0.0181818182,0.0317460317,0.0050761421,0,0,0.0777777778,0.0909090909,0.0264550265,0.0203045685,0.0099009901,0.0049019608,-0.0555555556,-0.0727272727,0.0052910053,-0.0152284264,-0.0099009901,-0.0049019608,0.0128710357,0.0383749024,-0.0255038667,0.2307692308,0.0384615385,0.1730769231,0.2067307692,0.0384615385,0.0048076923,0.0192307692,0.0721153846,0,0.0528846154,0,5.9925093633,5.9925093633,1.3329630658,1.1160195303,0.222160511,0.1860032551,0.9987515605,0.8370146478,4.4943820225,0.1860032551,0.2664890073
non-suicide,0.5801104972,1.4893617021,2.5673758865,0.0047619048,0.0027624309,0.0070921986,0.0047619048,0.0027624309,0.0070921986,101,0.1047619048,0.0607734807,0.1560283688,0.0458882326,-3.0815465647,0.0458882326,-3.0815465647,0.0458882326,-3.0815465647,0.0055248619,0.0095238095,0.0141843972,0,0,0,0.1187845304,0.2047619048,0.304964539,0.0386740331,0.0666666667,0.0992907801,0.0745856354,0.1285714286,0.1914893617,1.5923731951,0.465225479,0.6142857143,0.3857142857,0.0248618785,0.0428571429,0.0638297872,0.3335801555,-1.0978720962,0.209486166,-1.5630975752,0.0027624309,0.0047619048,0.0070921986,0.1215469613,0.2095238095,0.3120567376,0.0248618785,0.0428571429,0.0638297872,0.0248618785,0.0428571429,0.0638297872,0.0386740331,0.0666666667,0.0992907801,0.044198895,0.0761904762,0.1134751773,-9,-0.3103448276,-0.1176379808,0.03125,0.0340909091,0.0075949367,0,0,0,0.0833333333,0.0625,0.0253164557,0.012195122,0.0072289157,0,-0.0520833333,-0.0284090909,-0.017721519,-0.012195122,-0.0072289157,0,0.0121559743,0.0317623044,-0.0196063301,0.2042253521,0.0492957746,0.2394366197,0.0539906103,0.044600939,0.0093896714,0.0093896714,0.0751173709,0,0.0962441315,0,4.1408852927,4.5765386639,0.852857563,3.7809647979,0.2058621704,0.9126466754,1.1046817465,4.4328552803,5.3655970542,0.8257279444,0.1249609497
non-suicide,0.4473684211,0.5089820359,1.1377245509,0.0117647059,0.0052631579,0.005988024,0.0117647059,0.0052631579,0.005988024,101,0.4823529412,0.2157894737,0.245508982,0.0246281395,-3.7038656086,0.0246281395,-3.7038656086,0.0246281395,-3.7038656086,0.0157894737,0.0352941176,0.0179640719,0,0,0,0.0736842105,0.1647058824,0.0838323353,0.0421052632,0.0941176471,0.0479041916,0.0684210526,0.1529411765,0.0778443114,1.0768639508,0.0740530678,0.5185185185,0.4814814815,0.0210526316,0.0470588235,0.0239520958,0.3082244427,-1.1769270512,0.2862241256,-1.250980119,0,0,0,0.0736842105,0.1647058824,0.0838323353,0.0315789474,0.0705882353,0.0359281437,0.0157894737,0.0352941176,0.0179640719,0.0631578947,0.1411764706,0.0718562874,0.0421052632,0.0941176471,0.0479041916,4,0.5,0.0086155674,0.0352941176,0.0681818182,0.0206896552,0.0065359477,0,0,0.0352941176,0.053030303,0.0206896552,0.0130718954,0,0,0,0.0151515152,0,-0.0065359477,0,0,0.0217835898,0.0203476619,0.0014359279,0.2279069767,0.023255814,0.1720930233,0.1953488372,0.0418604651,0.0139534884,0.0139534884,0.0651162791,0,0.0697674419,0,9.7804391218,5.4384017758,1.3239664955,1.166388955,0.135098622,0.1190192811,0.5549389567,0.8807426803,4.1065482797,0.214234706,0.2141327623
