file	verb	verb/token	adj	adj/token	noun	noun/token	pronoun	pronoun/token	adv	adv/token	adv_particle	adv_particle/token	conj_coord	conj_coord/token	prep_or_conj_subord	prep_or_conj_subord/token	numeral	numeral/token	det	det/token	there_existential	there_existential/token	interj	interj/token	verb/(adj+.01)	verb/(adv+.01)	verb/(noun+.01)	verb/(pronoun+.01)	adj/(noun+.01)	adj/(pronoun+.01)	adj/(adv+.01)	noun/(pronoun+.01)	noun/(adv+.01)	adv/(pronoun+.01)	conj_coord/(prep_or_conj_subord+.01)
bob_dylan.txt.tkzd.108.txt	59	0.2099644128	24	0.0854092527	43	0.153024911	32	0.1138790036	20	0.0711743772	0	0	12	0.0427046263	24	0.0854092527	3	0.0106761566	26	0.0925266904	0	0	0	0	2.4573094544	2.9485257371	1.3717740061	1.8431740081	0.5580097652	0.7497656982	1.1994002999	1.3433302093	2.1489255372	0.6248047485	0.4997917534
bob_dylan.txt.tkzd.109.txt	24	0.1558441558	3	0.0194805195	41	0.2662337662	16	0.1038961039	10	0.0649350649	2	0.012987013	2	0.012987013	15	0.0974025974	1	0.0064935065	11	0.0714285714	0	0	0	0	7.9734219269	2.3976023976	0.5852231163	1.4990630856	0.0731528895	0.1873828857	0.2997002997	2.5608994379	4.0959040959	0.624609619	0.1332445037
bob_dylan.txt.tkzd.11.txt	63	0.2058823529	5	0.0163398693	36	0.1176470588	55	0.1797385621	28	0.091503268	1	0.0032679739	11	0.0359477124	19	0.0620915033	3	0.0098039216	20	0.0653594771	1	0.0032679739	0	0	12.5748502994	2.2491967155	1.7495140239	1.1452463189	0.1388503194	0.090892565	0.1785076758	0.6544264679	1.285255266	0.5089983639	0.5786428196
bob_dylan.txt.tkzd.110.txt	24	0.192	4	0.032	24	0.192	16	0.128	11	0.088	0	0	1	0.008	5	0.04	0	0	9	0.072	0	0	0	0	5.9850374065	2.1798365123	0.9995835069	1.4990630856	0.1665972511	0.2498438476	0.3633060854	1.4990630856	2.1798365123	0.6870705809	0.1996007984
bob_dylan.txt.tkzd.111.txt	126	0.178470255	28	0.0396600567	141	0.1997167139	99	0.1402266289	38	0.0538243626	5	0.007082153	20	0.0283286119	52	0.0736543909	4	0.0056657224	57	0.0807365439	1	0.0014164306	0	0	4.4983934309	3.3149171271	0.8935536487	1.2725987274	0.1985674775	0.2827997172	0.7366482505	1.4240985759	3.7095501184	0.3837996162	0.3845414343
bob_dylan.txt.tkzd.112.txt	42	0.1866666667	7	0.0311111111	39	0.1733333333	32	0.1422222222	23	0.1022222222	0	0	0	0	19	0.0844444444	13	0.0577777778	14	0.0622222222	0	0	0	0	5.9914407989	1.8252933507	1.0766470136	1.3120899719	0.1794411689	0.218681662	0.3042155585	1.2183692596	1.6949152542	0.7185254608	0
bob_dylan.txt.tkzd.113.txt	107	0.1777408638	25	0.0415282392	134	0.2225913621	88	0.146179402	29	0.0481727575	6	0.0099667774	12	0.0199335548	38	0.0631229236	3	0.0049833887	44	0.073089701	1	0.0016611296	0	0	4.2782886845	3.6883833161	0.798447877	1.2157709351	0.1865532423	0.2840586297	0.8617718028	1.5225542552	4.6190968632	0.3295080105	0.3157063931
bob_dylan.txt.tkzd.114.txt	74	0.2442244224	10	0.0330033003	51	0.1683168317	34	0.1122112211	22	0.0726072607	1	0.00330033	12	0.0396039604	26	0.0858085809	3	0.0099009901	25	0.0825082508	1	0.00330033	0	0	7.3926073926	3.3621081327	1.450695942	2.1758306381	0.1960399922	0.2940311673	0.4543389368	1.4995589533	2.3171285779	0.6468685681	0.461361015
bob_dylan.txt.tkzd.115.txt	78	0.1830985915	14	0.0328638498	108	0.2535211268	53	0.1244131455	10	0.0234741784	1	0.0023474178	9	0.0211267606	43	0.1009389671	7	0.0164319249	33	0.0774647887	8	0.0187793427	0	0	5.5674518201	7.7922077922	0.722155356	1.4714204867	0.129617628	0.264101113	1.3986013986	2.0373514431	10.7892107892	0.1886436521	0.2092536619
bob_dylan.txt.tkzd.116.txt	80	0.1909307876	12	0.0286396181	83	0.1980906921	57	0.1360381862	21	0.0501193317	1	0.0023866348	16	0.0381861575	40	0.0954653938	3	0.0071599045	37	0.0883054893	1	0.0023866348	0	0	6.6611157369	3.807710614	0.9637393085	1.4032625855	0.1445608963	0.2104893878	0.5711565921	1.4558849325	3.950499762	0.3683564287	0.399900025
bob_dylan.txt.tkzd.117.txt	32	0.1904761905	7	0.0416666667	34	0.2023809524	19	0.1130952381	13	0.0773809524	0	0	10	0.0595238095	13	0.0773809524	4	0.0238095238	19	0.1130952381	0	0	0	0	4.5649072753	2.4596464258	0.9408997354	1.683324566	0.2058218171	0.3682272488	0.5380476557	1.7885323514	2.6133743274	0.6838506049	0.7686395081
bob_dylan.txt.tkzd.118.txt	74	0.1796116505	21	0.0509708738	94	0.2281553398	36	0.0873786408	24	0.0582524272	2	0.0048543689	14	0.0339805825	38	0.0922330097	7	0.0169902913	46	0.1116504854	1	0.0024271845	0	0	3.5221323179	3.0820491462	0.7871503032	2.0549847265	0.2233804914	0.5831713413	0.8746355685	2.6103860039	3.9150354019	0.6664815329	0.3683241252
bob_dylan.txt.tkzd.119.txt	60	0.145631068	15	0.036407767	88	0.213592233	45	0.109223301	18	0.0436893204	2	0.0048543689	13	0.0315533981	45	0.109223301	2	0.0048543689	57	0.1383495146	0	0	0	0	3.9973351099	3.3314825097	0.6817407113	1.3330371029	0.1704351778	0.3332592757	0.8328706274	1.9551210842	4.8861743476	0.3999111309	0.2888247056
bob_dylan.txt.tkzd.12.txt	106	0.3183183183	4	0.012012012	30	0.0900900901	70	0.2102102102	41	0.1231231231	1	0.003003003	11	0.033033033	7	0.021021021	2	0.006006006	13	0.039039039	0	0	0	0	26.433915212	2.5847354304	3.532155948	1.5140694187	0.1332889037	0.057134695	0.0975371861	0.4285102128	0.7315288954	0.5856306242	1.5691868759
bob_dylan.txt.tkzd.120.txt	80	0.2234636872	20	0.0558659218	55	0.1536312849	49	0.1368715084	22	0.061452514	1	0.0027932961	7	0.0195530726	32	0.0893854749	0	0	22	0.061452514	4	0.0111731844	0	0	3.9980009995	3.6347114948	1.4542810398	1.6323199347	0.36357026	0.4080799837	0.9086778737	1.1222199551	2.4988641527	0.448887982	0.218681662
bob_dylan.txt.tkzd.121.txt	89	0.2617647059	6	0.0176470588	64	0.1882352941	21	0.0617647059	8	0.0235294118	3	0.0088235294	24	0.0705882353	37	0.1088235294	0	0	51	0.15	0	0	0	0	14.8086522463	11.1111111111	1.3904077488	4.2360780581	0.0937353539	0.2855782961	0.7490636704	3.0461684912	7.9900124844	0.3807710614	0.6484733856
bob_dylan.txt.tkzd.122.txt	77	0.1645299145	18	0.0384615385	109	0.2329059829	39	0.0833333333	21	0.0448717949	4	0.0085470085	36	0.0769230769	59	0.1260683761	2	0.0042735043	56	0.1196581197	0	0	0	0	4.2754025541	3.664921466	0.7063572149	1.9738528582	0.1651224658	0.4614201487	0.8567348881	2.7941553448	5.1880057116	0.5383235068	0.6100660905
bob_dylan.txt.tkzd.123.txt	81	0.2	12	0.0296296296	79	0.1950617284	46	0.1135802469	29	0.0716049383	4	0.0098765432	32	0.0790123457	29	0.0716049383	1	0.0024691358	36	0.0888888889	0	0	0	0	6.7443796836	2.7921406412	1.0251866852	1.7604868507	0.1518795089	0.2608128668	0.4136504654	1.7170180396	2.7231988969	0.6302977614	1.1030679076
bob_dylan.txt.tkzd.13.txt	56	0.2557077626	4	0.0182648402	20	0.0913242009	42	0.1917808219	19	0.0867579909	1	0.00456621	10	0.0456621005	10	0.0456621005	1	0.00456621	8	0.0365296804	0	0	0	0	13.9650872818	2.9458179905	2.7986006997	1.3330159486	0.19990005	0.0952154249	0.2104155708	0.4760771245	1.0520778538	0.4522732683	0.999000999
bob_dylan.txt.tkzd.14.txt	92	0.1642857143	21	0.0375	116	0.2071428571	60	0.1071428571	41	0.0732142857	5	0.0089285714	20	0.0357142857	53	0.0946428571	1	0.0017857143	59	0.1053571429	1	0.0017857143	0	0	4.3788672061	2.2433552792	0.7930350832	1.5330778204	0.1810188777	0.3499416764	0.5120702268	1.9330111648	2.8285783955	0.6832194634	0.3772873043
bob_dylan.txt.tkzd.15.txt	100	0.269541779	18	0.0485175202	19	0.051212938	85	0.2291105121	40	0.1078167116	2	0.0053908356	19	0.051212938	27	0.0727762803	8	0.0215633423	7	0.0188679245	0	0	0	0	5.5524708495	2.4993751562	5.2603892688	1.1763321962	0.9468700684	0.2117397953	0.4498875281	0.2235031173	0.4748812797	0.4705328785	0.7034431692
bob_dylan.txt.tkzd.16.txt	64	0.1921921922	11	0.033033033	43	0.1291291291	83	0.2492492492	18	0.0540540541	2	0.006006006	12	0.036036036	23	0.0690690691	0	0	13	0.039039039	1	0.003003003	0	0	5.812897366	3.5535813437	1.4880260405	0.7709914468	0.2557544757	0.1325141549	0.6107717934	0.5180098783	2.3875624653	0.2168413444	0.5215123859
bob_dylan.txt.tkzd.17.txt	155	0.2086137281	21	0.0282637954	136	0.1830417227	86	0.1157469717	69	0.0928667564	6	0.0080753701	30	0.0403768506	52	0.069986541	3	0.0040376851	58	0.0780619112	1	0.001345895	0	0	7.3774393146	2.2460512969	1.1396220866	1.802116033	0.1544004117	0.2441576561	0.3043037241	1.581211487	1.9707288799	0.8022322986	0.5768121515
bob_dylan.txt.tkzd.18.txt	55	0.1815181518	12	0.0396039604	43	0.1419141914	68	0.2244224422	22	0.0726072607	1	0.00330033	6	0.0198019802	22	0.0726072607	0	0	18	0.0594059406	2	0.0066006601	0	0	4.5795170691	2.4988641527	1.2787723785	0.8087046023	0.2790048826	0.1764446405	0.5452067242	0.6322599618	1.9536574284	0.3234818409	0.2726033621
bob_dylan.txt.tkzd.19.txt	59	0.1891025641	9	0.0288461538	49	0.1570512821	49	0.1570512821	34	0.108974359	0	0	13	0.0416666667	29	0.0929487179	0	0	20	0.0641025641	0	0	0	0	6.5482796892	1.7347838871	1.2038359519	1.2038359519	0.1836359927	0.1836359927	0.2646280506	0.99979596	1.4407527198	0.6937359723	0.4481213375
bob_dylan.txt.tkzd.2.txt	52	0.2260869565	18	0.0782608696	34	0.147826087	32	0.1391304348	9	0.0391304348	4	0.0173913043	3	0.0130434783	19	0.0826086957	0	0	15	0.0652173913	0	0	0	0	2.8872848418	5.7713651498	1.52896207	1.6244923461	0.5292561011	0.5623242737	1.9977802442	1.0621680725	3.7735849057	0.2811621368	0.1578116781
bob_dylan.txt.tkzd.20.txt	110	0.325443787	16	0.0473372781	18	0.0532544379	80	0.2366863905	28	0.0828402367	0	0	22	0.0650887574	14	0.0414201183	0	0	7	0.0207100592	0	0	0	0	6.8707058089	3.9271688683	6.1077179345	1.3748281465	0.8883953359	0.1999750031	0.5712245627	0.2249718785	0.642627633	0.3499562555	1.5703069236
bob_dylan.txt.tkzd.21.txt	59	0.2209737828	10	0.0374531835	41	0.1535580524	56	0.2097378277	23	0.0861423221	1	0.0037453184	7	0.0262172285	17	0.063670412	0	0	6	0.0224719101	0	0	0	0	5.8941058941	2.5641025641	1.4386734943	1.0533833244	0.2438429651	0.1785395465	0.4345936549	0.7320121407	1.7818339852	0.410640957	0.4115226337
bob_dylan.txt.tkzd.22.txt	71	0.2171253823	12	0.0366972477	34	0.1039755352	55	0.1681957187	47	0.1437308869	1	0.003058104	7	0.0214067278	20	0.0611620795	1	0.003058104	15	0.0458715596	0	0	0	0	5.9117402165	1.5103169538	2.0876212879	1.2906744228	0.3528374008	0.218142156	0.2552648373	0.6180694419	0.7232503723	0.8543901109	0.3498250875
bob_dylan.txt.tkzd.23.txt	69	0.2047477745	8	0.0237388724	47	0.1394658754	72	0.2136498516	30	0.0890207715	4	0.0118694362	16	0.0474777448	28	0.0830860534	0	0	7	0.0207715134	0	0	0	0	8.6142322097	2.2992335888	1.4677728143	0.95820025	0.1701765582	0.1110956812	0.2665778074	0.6526871268	1.5661446185	0.4166088043	0.5712245627
bob_dylan.txt.tkzd.24.txt	56	0.2105263158	2	0.007518797	38	0.1428571429	51	0.1917293233	29	0.1090225564	0	0	2	0.007518797	19	0.0714285714	3	0.0112781955	8	0.030075188	0	0	0	0	27.8606965174	1.9303688383	1.4732965009	1.0978239561	0.0526177322	0.0392079984	0.0689417442	0.7449519702	1.3098931403	0.5685159773	0.1052077854
bob_dylan.txt.tkzd.25.txt	96	0.1563517915	21	0.0342019544	139	0.2263843648	113	0.1840390879	25	0.0407166124	1	0.0016286645	35	0.0570032573	60	0.0977198697	1	0.0016286645	35	0.0570032573	0	0	0	0	4.5692527368	3.8384646142	0.6905977987	0.8494823467	0.1510682685	0.1858242633	0.8396641343	1.2299796478	5.5577768892	0.2212193611	0.5832361273
bob_dylan.txt.tkzd.26.txt	139	0.1957746479	36	0.0507042254	105	0.1478873239	93	0.1309859155	50	0.0704225352	18	0.0253521127	18	0.0253521127	79	0.1112676056	3	0.0042253521	59	0.0830985915	0	0	0	0	3.8600388781	2.7794441112	1.3236834587	1.494462961	0.3428244929	0.3870551554	0.7198560288	1.1289108698	2.099580084	0.5375766047	0.2278192634
bob_dylan.txt.tkzd.27.txt	54	0.1725239617	18	0.0575079872	61	0.1948881789	35	0.1118210863	18	0.0575079872	5	0.0159744409	9	0.0287539936	42	0.1341853035	1	0.0031948882	36	0.1150159744	0	0	0	0	2.9983342588	2.9983342588	0.8851008031	1.5424164524	0.295033601	0.5141388175	0.9994447529	1.7423593259	3.3870072182	0.5141388175	0.214234706
bob_dylan.txt.tkzd.28.txt	58	0.2156133829	12	0.0446096654	40	0.1486988848	45	0.1672862454	15	0.0557620818	1	0.0037174721	7	0.0260223048	21	0.0780669145	0	0	24	0.0892193309	0	0	0	0	4.8293089092	3.8640906063	1.4496375906	1.2886025328	0.2999250187	0.2666074206	0.799467022	0.8886914019	2.6648900733	0.3332592757	0.3331746787
bob_dylan.txt.tkzd.29.txt	153	0.1979301423	31	0.0401034929	150	0.1940491591	121	0.1565329884	49	0.063389392	5	0.0064683053	17	0.021992238	62	0.0802069858	1	0.0012936611	78	0.1009055627	1	0.0012936611	0	0	4.9338922928	3.1218118751	1.0199320045	1.2643583175	0.2066528898	0.2561771754	0.6325239747	1.2395669779	3.0605998776	0.4049252128	0.2741493308
bob_dylan.txt.tkzd.3.txt	43	0.2009345794	6	0.0280373832	45	0.2102803738	42	0.1962616822	11	0.0514018692	2	0.0093457944	5	0.023364486	14	0.0654205607	0	0	7	0.0327102804	1	0.0046728972	0	0	7.1547420965	3.9055404178	0.9553432571	1.0235658177	0.1333037103	0.1428231373	0.5449591281	1.0711735301	4.0871934605	0.2618424185	0.3568879372
bob_dylan.txt.tkzd.30.txt	95	0.2706552707	21	0.0598290598	39	0.1111111111	59	0.1680911681	28	0.0797720798	1	0.0028490028	9	0.0256410256	25	0.0712250712	0	0	12	0.0341880342	1	0.0028490028	0	0	4.5216563541	3.3916458408	2.4352730069	1.6098966277	0.5383235068	0.3558718861	0.7497322385	0.6609049314	1.3923598715	0.4744958482	0.3598560576
bob_dylan.txt.tkzd.31.txt	39	0.1848341232	6	0.028436019	43	0.2037914692	25	0.1184834123	13	0.0616113744	0	0	3	0.0142180095	24	0.1137440758	0	0	18	0.0853080569	2	0.009478673	0	0	6.4891846922	2.9976940815	0.9067658684	1.5593762495	0.1395024413	0.2399040384	0.4611837048	1.7193122751	3.3051498847	0.5197920832	0.1249479384
bob_dylan.txt.tkzd.32.txt	203	0.1929657795	47	0.0446768061	214	0.2034220532	95	0.0903041825	57	0.0541825095	9	0.0085551331	38	0.036121673	116	0.1102661597	5	0.0047528517	114	0.108365019	2	0.0019011407	0	0	4.3182301638	3.5607788107	0.9485538059	2.1366171982	0.2196159058	0.49468477	0.824416769	2.2523944848	3.7537274162	0.5999368488	0.3275579691
bob_dylan.txt.tkzd.33.txt	65	0.2249134948	14	0.0484429066	31	0.107266436	56	0.1937716263	24	0.0830449827	1	0.0034602076	7	0.0242214533	31	0.107266436	0	0	14	0.0484429066	1	0.0034602076	0	0	4.6395431834	2.7072053311	2.0960980329	1.1605070523	0.4514672686	0.2499553651	0.583090379	0.5534725942	1.2911286964	0.4284949116	0.2257336343
bob_dylan.txt.tkzd.34.txt	102	0.1761658031	24	0.0414507772	127	0.219343696	74	0.127806563	26	0.0449050086	6	0.0103626943	26	0.0449050086	59	0.1018998273	1	0.0017271157	43	0.0742659758	1	0.0017271157	0	0	4.2482299042	3.9215686275	0.8030863712	1.3781921362	0.1889614991	0.3242805026	0.92272203	1.7159843264	4.8827374087	0.3513038779	0.4406032876
bob_dylan.txt.tkzd.35.txt	48	0.2307692308	8	0.0384615385	36	0.1730769231	43	0.2067307692	8	0.0384615385	1	0.0048076923	4	0.0192307692	15	0.0721153846	0	0	11	0.0528846154	0	0	0	0	5.9925093633	5.9925093633	1.3329630658	1.1160195303	0.222160511	0.1860032551	0.9987515605	0.8370146478	4.4943820225	0.1860032551	0.2664890073
bob_dylan.txt.tkzd.36.txt	87	0.2042253521	21	0.0492957746	102	0.2394366197	23	0.0539906103	19	0.044600939	4	0.0093896714	4	0.0093896714	32	0.0751173709	0	0	41	0.0962441315	0	0	0	0	4.1408852927	4.5765386639	0.852857563	3.7809647979	0.2058621704	0.9126466754	1.1046817465	4.4328552803	5.3655970542	0.8257279444	0.1249609497
bob_dylan.txt.tkzd.37.txt	49	0.2279069767	5	0.023255814	37	0.1720930233	42	0.1953488372	9	0.0418604651	3	0.0139534884	3	0.0139534884	14	0.0651162791	0	0	15	0.0697674419	0	0	0	0	9.7804391218	5.4384017758	1.3239664955	1.166388955	0.135098622	0.1190192811	0.5549389567	0.8807426803	4.1065482797	0.214234706	0.2141327623
bob_dylan.txt.tkzd.38.txt	78	0.1964735516	4	0.0100755668	67	0.1687657431	51	0.1284634761	40	0.1007556675	2	0.0050377834	6	0.0151133501	30	0.0755667506	2	0.0050377834	35	0.0881612091	0	0	0	0	19.4513715711	1.9495126218	1.1640053723	1.5291119388	0.0596925832	0.0784159969	0.0999750062	1.3134679475	1.6745813547	0.7841599686	0.1999333555
bob_dylan.txt.tkzd.39.txt	34	0.1538461538	6	0.0271493213	62	0.2805429864	17	0.0769230769	8	0.036199095	0	0	7	0.0316742081	22	0.0995475113	1	0.0045248869	25	0.1131221719	0	0	0	0	5.6572379368	4.2446941323	0.5482986615	1.9988242211	0.0967585873	0.3527336861	0.7490636704	3.644914756	7.7403245943	0.4703115814	0.3180372558
bob_dylan.txt.tkzd.4.txt	88	0.1746031746	23	0.0456349206	119	0.2361111111	20	0.0396825397	14	0.0277777778	0	0	25	0.0496031746	83	0.1646825397	2	0.003968254	66	0.130952381	0	0	0	0	3.8244241634	6.2812276945	0.739433661	4.3978010995	0.1932610705	1.1494252874	1.6416845111	5.9470264868	8.4939329051	0.6996501749	0.3011685339
bob_dylan.txt.tkzd.40.txt	43	0.1885964912	11	0.048245614	45	0.1973684211	33	0.1447368421	13	0.0570175439	0	0	7	0.0307017544	14	0.0614035088	3	0.0131578947	16	0.0701754386	0	0	0	0	3.9055404178	3.3051498847	0.9553432571	1.302635565	0.2443901355	0.3332323538	0.8455034589	1.3632232657	3.4588777863	0.3938200545	0.4996431121
bob_dylan.txt.tkzd.41.txt	65	0.2124183007	5	0.0163398693	53	0.1732026144	45	0.1470588235	32	0.1045751634	2	0.0065359477	6	0.0196078431	16	0.0522875817	0	0	17	0.0555555556	2	0.0065359477	0	0	12.9740518962	2.0306154327	1.2261837389	1.4441235281	0.0943218261	0.1110864252	0.1562011871	1.1775161075	1.6557325836	0.7109531215	0.3747657714
bob_dylan.txt.tkzd.42.txt	184	0.1967914439	26	0.0278074866	177	0.1893048128	147	0.1572192513	54	0.0577540107	10	0.0106951872	22	0.0235294118	76	0.0812834225	4	0.0042780749	83	0.0887700535	0	0	0	0	7.0742022299	3.4067765229	1.0394892944	1.2516155364	0.1468843568	0.1768587171	0.4813923348	1.2039997279	3.2771708943	0.3673219509	0.2894356006
bob_dylan.txt.tkzd.43.txt	104	0.183745583	31	0.054770318	110	0.1943462898	72	0.1272084806	25	0.0441696113	0	0	12	0.0212014134	51	0.0901060071	1	0.0017667845	41	0.0724381625	5	0.0088339223	0	0	3.3537568526	4.1583366653	0.9453686029	1.444243855	0.2817925643	0.4304957645	1.2395041983	1.5275656159	4.3982407037	0.3471740036	0.2352479906
bob_dylan.txt.tkzd.44.txt	61	0.1431924883	31	0.0727699531	107	0.2511737089	32	0.0751173709	17	0.0399061033	1	0.0023474178	20	0.0469483568	56	0.1314553991	2	0.0046948357	48	0.1126760563	3	0.0070422535	0	0	1.9671073847	3.5861258084	0.5700401832	1.905654483	0.2896925521	0.9684473602	1.822457378	3.3427054046	6.2904174015	0.5310840362	0.357079093
bob_dylan.txt.tkzd.45.txt	157	0.1912302071	33	0.0401948843	172	0.209500609	91	0.1108404385	50	0.0609013398	2	0.0024360536	21	0.0255785627	91	0.1108404385	3	0.0036540804	47	0.0572472594	1	0.0012180268	0	0	4.7561345047	3.1393721256	0.9127376315	1.7250851555	0.1918493111	0.3625975168	0.6598680264	1.8899022086	3.4393121376	0.5493901769	0.2307438743
bob_dylan.txt.tkzd.46.txt	44	0.1810699588	5	0.0205761317	54	0.2222222222	36	0.1481481481	13	0.0534979424	1	0.0041152263	5	0.0205761317	22	0.0905349794	0	0	22	0.0905349794	1	0.0041152263	0	0	8.7824351297	3.3820138355	0.8146639511	1.2218828103	0.092575449	0.1388503194	0.384319754	1.499583449	4.1506533436	0.3610108303	0.2271694684
bob_dylan.txt.tkzd.47.txt	111	0.2246963563	18	0.036437247	71	0.1437246964	72	0.1457489879	40	0.0809716599	3	0.0060728745	8	0.016194332	43	0.0870445344	0	0	35	0.0708502024	0	0	0	0	6.163242643	2.7743064234	1.5631601183	1.541452576	0.2534854246	0.2499652826	0.4498875281	0.9859741703	1.7745563609	0.5554784058	0.1860032551
bob_dylan.txt.tkzd.48.txt	112	0.1577464789	19	0.0267605634	166	0.2338028169	67	0.0943661972	30	0.0422535211	7	0.0098591549	18	0.0253521127	73	0.1028169014	0	0	82	0.1154929577	1	0.0014084507	0	0	5.8916359811	3.7320893036	0.6746581531	1.6713923295	0.1144509367	0.2835397702	0.6331222926	2.4772422027	5.5314895035	0.447694374	0.2465415696
bob_dylan.txt.tkzd.49.txt	41	0.2240437158	5	0.0273224044	32	0.174863388	21	0.1147540984	17	0.0928961749	1	0.0054644809	3	0.0163934426	13	0.0710382514	0	0	15	0.0819672131	0	0	0	0	8.1836327345	2.4103468548	1.2808497345	1.9514516897	0.1562011871	0.2379819134	0.2939447384	1.5230842456	1.8812463257	0.8091385055	0.2305918524
bob_dylan.txt.tkzd.5.txt	111	0.1810766721	33	0.0538336052	104	0.1696574225	95	0.1549755302	34	0.0554649266	4	0.0065252855	13	0.0212071778	43	0.0701468189	19	0.030995106	33	0.0538336052	1	0.0016313214	0	0	3.3626173887	3.2637459571	1.0672050764	1.1682980739	0.3172771849	0.3473318598	0.9703028521	1.0946216188	3.05792414	0.3578570677	0.3022552895
bob_dylan.txt.tkzd.50.txt	57	0.2217898833	5	0.0194552529	29	0.1128404669	44	0.1712062257	17	0.0661478599	8	0.0311284047	7	0.0272373541	17	0.0661478599	2	0.0077821012	20	0.0778210117	0	0	0	0	11.377245509	3.3509700176	1.9648397104	1.2951601909	0.1723543606	0.1136105431	0.2939447384	0.6589411497	1.7048794827	0.3862758464	0.4115226337
